input,match,product_guide,product_guide_count
chicken seara,CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR,"Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, PORK LUNCHEON MEAT (Q3) 397GMX24CAN CN 午餐肉, VANNAMEI PRAWN PND 31/40 1KGX10PKT 虾肉, Vannamei Prawn PTO 31/40 1kgx10pkt 凤尾虾, Pork Collar (Frimesa) 20kg BR 梅肉, PORK LUNCHEON MEAT PREMIUM (MALING) 397GMX24CAN SG, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, Pork Collar (Aurora) 10kg BR 梅肉, Pork Collar (Sulina) 12kg BR 梅肉",9
Eggs,CHEW'S FRESH BROWN EGGS (AA),"CHEW'S FRESH BROWN EGGS (AA), CHEW’S PASTEURIZED LIQUID EGG WHITE 1KG, CHEW'S PASTEURIZED LIQUID WHOLE EGG 1KG",3
PG65-0165BR pork trotter 手尖,PORK TROTTERS (SEARA) 手尖- 18KG,"CHICKEN LEG B/L S/L (SEARA) (6PKTX2KG) - 12KG, PORK EAR (SEARA) BR -15KG, PORK RECTUM COOKED (LA POMPEYA) -10KG AR, PORK RECTUM (ICP) 10KG ES, PORK TROTTERS (SEARA) 手尖- 18KG, PORK BELLY B/L S/O SHEET/R (MABELLA) BR, PORK RECTUM (FRISELVA) 10KG",7
Spare slab,Spare Rib 排骨,"F/T Pork Spare Ribs 褪冰排骨, Spare Rib 排骨, Pork Liver 猪肝(散), Hind Hock Burn Split Half 猪脚烧毛开边, PORK FAT CUBE 2CM BAG(7PKTx2KG), Pork Loin Tendon 肉头根, Pork Sweet Intestine 猪粉肠(散), PORK SPARE RIB (FRIMESA) -20KG BR",8
半壳扇贝,1/2 SHELL SCALLOP WITH ROE 8-9 CM ( 1KG X 10 PKT) - PO,"21/25 PND VANNAMEI SHRIMP (1KG X 10P) - PO, SCOTIA BAY SCALLOP MEAT 16/20, 1KG X 10/CTN, FROZEN ABALONE MEAT WITH SHELL(10KG/CTN) - EPOH, 1/2 SHELL SCALLOP WITH ROE 8-9 CM ( 1KG X 10 PKT) - PO, VANNAMEI SHRIMP HOSO 31/40 (10KGS) - PJ",6
Brown egg,CHEW'S FRESH BROWN EGGS (D),"CHEW'S FRESH BROWN EGGS (D), CHEW'S FRESH WHITE EGGS (D)",2
Hakka Meat (thịt gà xay) 4,HAKKA CHICKEN MINCED MEAT,"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), TAU KEE PUFF, CHICKEN BEANCURD, CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), SEAFOOD BEANCURD, HAKKA CHICKEN MINCED MEAT",8
生鱼圆4,(L)FRESH FISH BALL (50),"CHICKEN BALL (SMALL) 1KG, SLICED FISH CAKE, CHICKEN BIG NGOH HIANG, TEOCHEW FISH MEAT BALL, (L)FRESH FISH BALL (50), MEDIUM BEAN POK",6
白肉香2包,TEOCHEW FISH MEAT BALL,"CHICKEN BALL (SMALL) 1KG, SLICED FISH CAKE, CHICKEN BIG NGOH HIANG, TEOCHEW FISH MEAT BALL, (L)FRESH FISH BALL (50), MEDIUM BEAN POK",6
鹅肉,SEAFOOD RING ROLL,"SEAFOOD RING ROLL, TAU KEE PUFF, TEOCHEW FISH CAKE (20PCS), CHICKEN DUMPLING, COOKED FISH BALL, HANDMADE FRESH FISH BALL (VEG) 50",6
Trays (SIZE:B),CHEW'S FRESH BROWN EGGS (B),CHEW'S FRESH BROWN EGGS (B),1
金山,TAU KEE PUFF,"TAU KEE PUFF, FRESH FISH CAKE (MIX), CHICKEN BEANCURD, SEAFOOD WANTON, CUTTLEFISH WANTON, FROZEN CHICKEN BONE 5KG, TEOCHEW FISH CAKE (20PCS), CHICKEN DUMPLING, COOKED FISH BALL",9
Loligo squid cut m size -1ctn,"LOLIGO SQUID CUT M, (2KG/5BLK) - PO","FRESH SEABASS 500G (G) - BTF, 21/25 PTO VANNAMEI SHRIMP (1KG X 10P) - PO, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, SUTCHI (CUBE) 25/35 (2KG X 3PKTS), FRESH TILAPIA 400/600G (G), LOLIGO SQUID CUT M, (2KG/5BLK) - PO",7
Arla burger cheese slices,(61)(包装) 芝士片200G CHEESE SLICES (ARLA) (24 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1A-20A) 素金凤凰 火腿 900G VEG HAM VWF (30 PC), 新春送礼 2025 CNY GIFTS, (61)(包装) 芝士片200G CHEESE SLICES (ARLA) (24 PC), (9B-59/60)天下第一鱼-260G WP - VGN NO. 1 HOUSE FISH (16 PC)",6
金山,TAU KEE PUFF,"TAU KEE PUFF, SEAFOOD RING ROLL",2
Fish,Fish Burger 32pcs (Sahir) 2.5kgx6pkt SG  鱼肉饼,"Chicken Ham Picnic - S (GC) 1kgx20pkt SG 鸡火腿, CHICKEN POPCORN (PREMIER FIRST) 1KGX10PKT TH, Fish Burger 32pcs (Sahir) 2.5kgx6pkt SG  鱼肉饼, Mayonnaise (Creamland) 3ltrx4tub SG  美乃滋酱, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, RTH Breaded Chicken Burger 30pcs (SLH) 7pktXCtn, POPCORN CHICKEN (FREEZEPAK) 1KGX10PKT TH 辣味鸡米花",7
half shell mussel,"1/2 SHELL MUSSEL, 907g (1CTN/12BOX)- PO","1/2 SHELL MUSSEL, 907g (1CTN/12BOX)- PO, JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn, FISH PASTE 2KG/PKT, VANNAMEI SHRIMP HOSO 26/30(10KGS) - PJ",6
2 box of ablone,ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片,"ABALONE SLICED (OKEANOSS) 300GMX40PKT TW 台湾贵妃鲍片, ABALONE SLICED (PIN JIA) 300GMX40PKT MY 贵妃鲍片, Imitation Abalone Slice 300g/Pkt, 40pkt/Ctn 贵妃鲍片, ABALONE SLICED (ORIENTAL DELI) 300GMX40PKTTW台湾贵妃鲍片, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",6
Onions,ONION PEELED 去皮大洋葱,"MUSHROOM SHITAKE 花菇, ONION PEELED 去皮大洋葱",2
田鸡腿,"FROG LEG 8/10 , 1KG X 10PKTS","SUTCHI FILLET 400/600GM, SQUARE (6 KGS) 84, SUTCHI - BUTTERFLY CUT 800-1000, 10KGS, FROG LEG 8/10 , 1KG X 10PKTS",6
虾饺,CHICKEN DUMPLING,"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), FISH PASTE, CHICKEN BEANCURD, CUTTLEFISH WANTON, CHICKEN DUMPLING, CHEESE TOFU 1 KG, COOKED FISH BALL, FLAT FISH CAKE",9
Flower lala,FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO,"FRESH SEABASS 500G (G) - BTF, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, LOLIGO SQUID CUT M, (2KG/5BLK) - PO, SUTCHI (CUBE) 25/35 (2KG X 3PKTS)",5
春卷,(2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A)素小春卷400G SPRING ROLL (SMALL) ***** (20 PC), (1A-23A) - 味根香(五条) 紫菜小鱼-900G VGN FISH ROLL FISH (20 PC)",6
Chew's egg,CHEW'S FRESH BROWN EGGS (600G) 10S,CHEW'S FRESH BROWN EGGS (600G) 10S,1
Char siew,(1B32A)(佛心)素港式叉烧 900G VGN HK CHAR SIEW (20 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1B32A)(佛心)素港式叉烧 900G VGN HK CHAR SIEW (20 PC), (2-70) 泰式辣椒980G - MAE PRANOM THAI CHILLI SAUCE (12 PC), (59)(鸿-干粮) 咖喱素羊肉250G Vgn Curry Mutton, (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2A) (大) 素咖哩卜800G VGN CURRY PUFF BIG ******** (20 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (3-2015)(鸿-干粮) 喱素冷当G 250G Vgn Curry Rendang G, (2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC)",9
虾片,Golden Prawn Pancake黄金虾饼,"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Fish Stick (小五香), DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",7
大生丸450,(L)FRESH FISH BALL 100,"(L)FRESH FISH BALL (50), (L)FRESH FISH BALL 100, FRIED FISH CAKE (BLACK)",3
Chicken diced d,(1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
豆干中,Dou Gan(M) (豆干 - 中),"Fried Fish Ball (炸鱼丸) -A, Cheese Tofu (芝士豆腐), Dou Gan(M) (豆干 - 中), Gan Er (干鹅), PRAWN CRACKER (虾饼)",5
crab meat,Crab Bite Surimi Minced (Shipleader) 1kgx10pkt TH,"Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角, Chicken Taiwan Sausage (Golden Dragon) 500gmx10pkt, Hashbrowns Triangle (Farmchef) 2kgx5pkt BE 三角土豆饼, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, Crab Bite Surimi Minced (Shipleader) 1kgx10pkt TH",6
Mince meat,PULLED PORK (TAKAGI) VAC(10PKTx1KG),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
Chew eggs,CHEW'S FRESH BROWN EGGS (600G) 10S,"CHEW'S FRESH BROWN EGGS (600G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S",2
金山,SEAFOOD BEANCURD,"SEAFOOD RING ROLL, TAU KEE PUFF, KOREAN FISH CAKE, CHICKEN BEANCURD, LAKSA NOODLE (3 KG), CHICKEN DUMPLING, SEAFOOD BEANCURD",7
Karaka frozen RTE,KARAKA RAMEN (TAKAGI) (12PKTx450G)(K),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
Butterfly Noodles,DUROYAL SMALL B/FLY NOODLE (6PKT),"(22) SUPER CRISPY CHICKEN 1KG, (5) CRISPY CHIX W BEANCURD 400G, BAKED CHICKEN BITES, DUROYAL SMALL B/FLY NOODLE (6PKT)",4
airflown fresh batang fillet skin on,FRESH BATANG FILLET å·´ä¸œé±¼ç‰‡,FRESH BATANG FILLET å·´ä¸œé±¼ç‰‡,1
mini 猪肝卷,Small Liver Roll (小猪肝卷),"(S) Ma Ti Dan (马蹄蛋)-小, YAM  ROLL (芋酥), CHINESE SAUSAGE (灌肠), Small Liver Roll (小猪肝卷), SOTONG YOU TIAO (苏东油条), Fish Ball (鱼丸), PRAWN CRACKER (虾饼), Sliced Ginger (姜片), OTAH ROLL (乌打卷)",9
Fresh egg,CHEW'S FRESH BROWN EGGS (B),"HARD BOILED EGGS 40S, SALTED EGGS 30S, CHEW'S PASTEURIZED LIQUID WHOLE EGG 1KG, HARD BOILED EGGS 10S, CHEW'S FRESH BROWN EGGS (B)",5
51/60熟虾,"COOKED TIGER PRAWN 51/60, 10KG - PJ","COOKED VANNAMEI SHRIMP HOSO 51/60 - PJA, COOKED TIGER PRAWN 51/60, 10KG - PJ, HC PRAWN HEAD - 12KGS",4
Brown egg (c),CHEW'S FRESH BROWN EGGS (C),"CHEW'S FRESH BROWN EGGS (C), CHEW'S PASTEURIZED LIQUID WHOLE EGG 5KG",2
Hakka Meat (thịt gà xay) 4,HAKKA CHICKEN MINCED MEAT,"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), TAU KEE PUFF, CHICKEN BEANCURD, CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), SEAFOOD BEANCURD, HAKKA CHICKEN MINCED MEAT",8
鱼圆,(L)FRESH FISH BALL 100,"CHICKEN BALL (SMALL) 1KG, (L)FRESH FISH BALL (50), (L)FRESH FISH BALL 100, FRIED FISH CAKE (BLACK)",4
三层肉丁,PORK BELLY SHEET/R CUBE 2CM BAG (5PKTx2KG),"PORK HOCK CUBE 2.5"" BAG (2PKTx5KG), PORK SPARE RIB (MABELLA) BR, PORK COSTAL STRIP(SOFTBONE)(AGROSUPER) -10KG CH, PORK STOMACH COOKED (AGROSUPER) -10KG CH, PORK SOFTBONE (SCAN), PORK LOIN BACK RIB (FRIMESA) -10KG BR, PORK BELLY SHEET/R CUBE 2CM BAG (5PKTx2KG), PORK MINCE (2T) 80/20 BAG(6PKTx2KG), PORK STOMACH COOKED (SEARA) -15KG BR",9
鱼扒,(2B-71)-素鱼柳汉堡扒500G- Vgn Fish Steak(10pcs),"(1A-20A) 素火腿粒 900G VGN CUISSE HAM CUBE VWF (20 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (2-70) 大罐 美乃滋酱 3L- VEGAN MAYONAISE (4 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), 三文鱼 - VEGAN SALMON FISH 230G (100 PC), 白带余-VEGAN RIBBON FISHLESS SOY 900G (20 PC), (新) 素白参-VEGAN BIG SEA CUCUMBER 900G (20 PC), (2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC)",9
kumquat,SPEARMINT 薄荷叶 (50G/PKT),nan,1
Jappanis original chicken,(11) CRISPY CHIX ORIGINAL 1KG,(11) CRISPY CHIX ORIGINAL 1KG,1
细粿条,Kway Teow 粿条(小) (3kg),"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Fish Stick (小五香), DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",7
Spear mint,SPEARMINT 薄荷叶 (50G/PKT),nan,1
鸡胸肉,Chicken Breast Meat 鸡胸肉,"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Fish Stick (小五香), Chicken Breast Meat 鸡胸肉, DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",8
五香鱼饼各3包,LONG FISH CAKE,"CHICKEN BIG NGOH HIANG, LONG FISH CAKE, FULLY COOKED FRIED CHICKEN CRISPY KATSUDON",3
Italian parsley,ITALIAN FLAT PARSLEY 意大利香菜 / 意大利芫荽 (50G/PKT),nan,1
素金带鱼,(1B52B)素金带鱼片 VGN ATLANTIC WONDER,"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (1B52B)素金带鱼片 VGN ATLANTIC WONDER, (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
泰国鱼柳,Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红),"CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角, Chicken Wing 90gm Up (Alliz) 15kg BR 鸡翅, Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红), Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120, Hashbrowns Triangle (Farmchef) 2kgx5pkt BE 三角土豆饼",6
Broccolini,BROCCOLINI 西兰花苗,"CHILLI PADRON 墨西哥波布拉诺辣椒 (KG), TOMATO (500G/PKT) 蕃茄, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), BROCCOLINI 西兰花苗, POTATO LOCAL 土豆 / 马铃薯, ASPARAGUS GREEN JUMBO USA 美国芦笋 (KG), CHILLI PADRON 墨西哥波布拉诺辣椒 (500G/PKT)",7
手工辣椒鱼饼,HANDMADE VEGETABLE FISH CAKE,"KOREAN FISH CAKE, CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), HANDMADE VEGETABLE FISH CAKE, HANDMADE FRESH FISH BALL (VEG) 50",5
猪蹄6kg,Front Trotter Cut 前手尖切,"PORK COLLAR SLICED SPLIT HALF 1.5MM BAG(12PKTx1KG), Front Trotter Cut 前手尖切, PORK COLLAR CHAR SIEW (RUYI) VAC(~2KG)(K), PORK COLLAR SLICED 2MM TP(10PKTx1KG), WHOLE CHICKEN 1000G (PERDIGAO) (10PKTx1KG)-10KG BR, COOKED VANNAMEI PRAWN HOSO 41/50 (10PKTx1KG), PORK LOIN B/L (FRIMESA) -25KG BR, PORK MINCE 60/40 M/WANTON (RUYI) BAG(8BAGx2KG)^, PRAWN BROTH (12PKTx1KG)",9
大粒鱼丸,BIG FISH BALL (XL) 特大鱼丸,BIG FISH BALL (XL) 特大鱼丸,1
Kampong eggs,CHEW'S FRESH KAMPONG EGGS (210G) 6S,"CHEW'S NEWLY LAID WHITE EGGS (400G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S, CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, MINIMART FARM EGGS 30S, CHEW'S FRESH BROWN EGGS (600G) 10S",5
tiger hoso 13/15,BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ,"FROZEN SALMON FILLET - 15KG/CTN - PO, JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn, BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ",4
lemon,YELLOW LEMON 黄柠檬 PCS,"GREEN FRISEE 青菲茜, ORANGE 橙, CHERRY TOMATO 樱桃番茄, YELLOW LEMON 黄柠檬",4
Prawn cracker,PRAWN CRACKER (虾饼),"(S) Ma Ti Dan (马蹄蛋)-小, Small Liver Roll (小猪肝卷), Small Yam Roll (小芋酥), Sliced Ginger (姜片), Fish Paste (鱼浆), SOTONG YOU TIAO (苏东油条), CHINESE SAUSAGE (灌肠), PRAWN CRACKER (虾饼), Century Egg  (皮蛋)",9
大五香,Big Ngoh Hiang Roll (大五香卷),"Instant Noodles 快熟面 (10pkt/CTN), SMALL OIL小桶油, Big Ngoh Hiang Roll (大五香卷), Bee Hoon (米粉)",4
小魚香1包,FISH FINGER,"FISH FINGER, (M) FRESH FISH BALL 100, FRIED FISH CAKE (BLACK), FRIED MUSHROOM 2KG, (M) FRESH FISH BALL50, MEDIUM BEAN POK",6
Brown egg-20tray,CHEW'S FRESH BROWN EGGS (D),"CHEW'S FRESH BROWN EGGS (D), CHEW'S FRESH WHITE EGGS (D)",2
咖喱料,(2-80)( 小包) 咖哩料100G - CURRY PASTE (10 PC),"(2-80)( 小包) 咖哩料100G - CURRY PASTE (10 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2B) -培根火腿片 1KG- WP BACON HAM (12 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC)",4
prawn shell,HC PRAWN HEAD - 12KGS,"W.R. BABY OCTOPUS 20/40ï¼Œ å…«çˆªé±¼ - 12KG/CTN, HC PRAWN HEAD - 12KGS",2
Popcorn chicken,A11 POP CORN CHICKEN 1KG,"BATTERED ONION RING (10PKT), (33) CRISPY CHICKEN SEAWEED 1KG, KT01 CHICKEN KATSU 70G, A11 POP CORN CHICKEN 1KG",4
Liquid Whole Eggs,CHEW'S PASTEURIZED LIQUID WHOLE EGG 5KG,"CHEW’S CAGE-FREE PASTEURIZED LIQUID WHOLE EGG 1KG, CHEW’S PASTEURIZED LIQUID EGG WHITE 1KG, CHEW'S PASTEURIZED LIQUID WHOLE EGG 5KG, CHEW'S PASTEURIZED LIQUID WHOLE EGG 1KG",4
星期一500-40,(L)FRESH FISH BALL 100,"(L)FRESH FISH BALL (50), (L)FRESH FISH BALL 100, FRIED FISH CAKE (BLACK)",3
小豆干,Dou Gan (S)(豆干-小),"Kway Teow 粿条(中) (3kg), Dou Gan (S)(豆干-小), Gan Er (干鹅), Hokkien Mee福建面 (3kg), Bee Hoon (米粉)",5
Pork Minced  (2T) (2kg/pkt) @$3.80/kg,PORK MINCE (2T) 60/40 BAG(8PKTx2KG),"PORK MINCE (1T) 60/40 BAG(12PKTx1KG), PORK SPARE RIBS CUT 3"" TS(2PKTx5KG), PORK TAIL (TONNIES) -10KG DE, Pork Liver 猪肝(散), Hind Hock 猪脚, PORK MINCE (2T) 60/40 BAG(8PKTx2KG), PORK HOCK (SULINA) -20KG BR, PORK COLLAR (SULINA) -12KG BR, PORK STOMACH COOKED (LA POMPEYA) AR -10KG",9
面13_中粗5,YELLOW NOODLES (H) 3KG SG 熟黄面,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Fresh Kway Teow 3Kg/Pkt 粿条, Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, YELLOW NOODLES (H) 3KG SG 熟黄面, RICE VERMICELLI -THICK (MOON STAR) 3KG SG 粗 永美米粉, KWAY TEOW - M (H) 3KG SG 粿条(中）, PRICE ADJUSTMENT, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",9
Crunchy boneless thigh,A09 CRUNCHY BONELESS THIGH,"A09 CRUNCHY BONELESS THIGH, (11) CRISPY CHIX ORIGINAL 1KG, FS01 FRIED 2 JOINT WING",3
White eggs,CHEW'S NEWLY LAID WHITE EGGS (400G) 10S,"CHEW'S NEWLY LAID WHITE EGGS (400G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S, CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, MINIMART FARM EGGS 30S, CHEW'S FRESH BROWN EGGS (600G) 10S",5
紫菜鸡,Seaweed Chicken (紫菜鸡),"Nugget/金鸡块, Cheese Tofu (芝士豆腐), Seaweed Chicken (紫菜鸡), BIG FISH BALL (XL) 特大鱼丸, 手工菜果SHOU GONG CAI GUO, Ngoh Hiang Ball (五香丸), QQ Pork sausage (台湾香肠－猪), Bee Hoon (米粉)",8
小鱼香,FISH FINGER,"CHICKEN OTAK, FRIED BEANCURD SHEET, TAU KEE PUFF, KOREAN FISH CAKE, CUTTLEFISH NUGGET, FISH FINGER, (L)FRESH FISH BALL (50), SEAFOOD NGOH HIANG BALL, CUTTLEFISH PASTE",9
Big fish ball w veg 大菜丸,TEOCHEW FISH MEAT BALL,"SEAFOOD RING ROLL, CUTTLEFISH TOFU, MUSHROOM MEAT ROLL, CHICKEN BEANCURD, CHICKEN NGOH HIANG BALL, CUTTLEFISH NUGGET, TEOCHEW FISH MEAT BALL, BEANCURD ROLL, (VEG) FRESH FISH BALL (BLX)",9
Katsudon,DD Chicken Katsudon (CD) 900G,"BIG FISH BALL (XL) 特大鱼丸, Bei Jing Yuan (北京丸), DD Chicken Katsudon (CD) 900G, QQ Pork sausage (台湾香肠－猪), OTAH ROLL (乌打卷)",5
Buy 1get one Kampong egg,CHEW'S FRESH KAMPONG EGGS (210G) 6S,"CHEW'S NEWLY LAID FRESH BROWN EGGS (400G) 10S, CHEW'S NEWLY LAID WHITE EGGS (400G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S, CHEW'S FRESH BROWN EGGS (600G) 10S, CHEW'S FRESH BROWN EGGS (B)",5
Chashu,RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
手工辣椒鱼饼,HANDMADE VEGETABLE FISH CAKE,"CHILLI FISH CAKE, SMALL SITO-FISH CAKE, HANDMADE VEGETABLE FISH CAKE, SEAFOOD ROLL",4
pork belly stick X 3,JK PORK BELLY STRIP 0.5CM 2KG/PKT SG 肚肉丝,"JK Pork Belly Strip 0.5cm (Bag) 5kg 肚肉丝, CRAB MEAT JUMBO LUMP (EASTERN) 453.6GMX12CAN CN, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, Crab Meat Jumbo Lump (Ocean) 454gmx12can CN, JK PORK BELLY STRIP 0.5CM 2KG/PKT SG 肚肉丝, JK Pork Belly S/R Strip 0.5cm (Bag) 5kg 挑骨肚肉丝",6
牛腱,Beef Shank (Friboi) BR 牛腱肉,"BEEF SHANK (FRIBOI) BR 牛腱肉, SALMON FILLET AQUA 1300/1800 (SHIPLEADER) 10KG CH, Pork Hock (Olymel) 15kg CA 前元蹄, BEEF SHANK (QUALITY BEEF) BR 牛腱肉, JK CHICKEN CUBE 5CM (BAG) 2KGX6PKT SG 鸡丁, Beef Shank (Fribal) BR 牛腱肉, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, PORK HOCK (SULINA) 20KG BR 前元蹄, BEEF SHANK (MASTERBOI) BR 牛腱肉",9
