input,match,product_guide,product_guide_count
Flower,EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN),"DILL 茴香 / 莳萝 (50G/PKT), THYME 白里香 (50G/PKT), TOMATO BEEF 大蕃茄 (KG), ROSEMARY 迷迭香 (50G/PKT), FROZEN GREEN PEA 冷冻青豆 (1KG/PKT), PANDAN LEAF 香兰叶 (500G/BUN), BABY CARROT WITH SPROUT - ORANGE 橘色澳洲小萝卜, BLACKBERRY 黑莓 (100G-125G/PKT), EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), PEA SWEET / ENGLISH PEA / GARDEN PEA 甜豆 (130G/PKT), BABY CARROT WITH SPROUT - PURPLE 紫色小萝卜荷兰, ITALIAN LETTUCE MIZUNA GREEN 125G 青水菜, TOMATO CHERRY VINE RED 枝上红樱桃蕃茄, CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), STRAWBERRY 草莓 (250G/PUN), STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), BABY ROMAINE LETTUCE / LITTLE GEM / BABY COS LETTUCE 小罗曼, BABY CARROT WITH SPROUT - YELLOW 黄色小萝卜荷兰, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, CHERVIL 细叶芹 (30G/PKT), TOMATO MOMOTARO 桃太朗蕃茄, BABY CARROT ORANGE 200G 橘色小萝卜荷兰, PARSNIP 防风草, SPEARMINT 薄荷叶 (50G/PKT), TARRAGON 龙蒿草 (50G/PKT), WATERMELON 5KG 无子西瓜, STORY FRESH - ROCKET SALAD 澳洲芝麻叶 (500G/PKT), BASIL 罗勒 / 九辰塔 (50G/PKT), GARLIC BLACK 黑蒜头 (100G/PKT), EDIBLE FLOWER - VIOLA (10G/PUN), RADISH GREEN MEAT 青萝卜, EDIBLE FLOWERS - OXALIS FLOWERS 40PCS FL_OXF, BLUEBERRY 兰莓 (100G-125G/PKT), LIQUID EGG YOLK 液蛋黄 (2KG/PKT), EGGS QUAIL 鹌鹑蛋 (15 PCS/PKT)",35
chiken nuggets,TEMPURA CHICKEN NUGGET,"(66) IKEDA CHICKEN CUTLET 1.1KG, BAKED CHICKEN BITES, BATTERED ONION RING (10PKT), (33) CRISPY CHICKEN SEAWEED 1KG, (22) SUPER CRISPY CHICKEN 1KG, TEMPURA CHICKEN NUGGET, ROASTED WINGSTICK 1KG, ROASTED MID JT WING, SWEET CORN (6PKT), FS01 FRIED 2 JOINT WING, TERIYAKI SAUCE 3.5L, HONEY SAUCE (12PKT), HONEY MID JOINT WING",13
Mesclun salad,STORYFRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT),"(EF.GARL.FLW) GARLIC FLOWER (10G/PUN), DILL 茴香 / 莳萝 (50G/PKT), MUSCAT GRAPES (1KG/PKT), EDIBLE FLOWER - WHITE SWEET ALYSSUM 香雪球花 (10G/PUN), FRESH CHERRIES 樱桃, EDIBLE FLOWER - DIANTHUS FLOWER (10G/PUN), BLACKBERRY 黑莓 (100G-125G/PKT), (ES.M) EGYPTIAN STAR MIXED (10G/PUN), (DKN.G) DAIKON GREEN CRESS MG, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, FIG 无花果 (900G-1KG/CTN), CHILLI SHISHITO 日式甜椒, ARTICHOKE JERUSALEM / SUNCHOKE 菊芋, MUSCAT GRAPES (500G/PKT), RED CURRANT 红酸栗 (100G-125G/PUN), CHERRY 樱桃, RASPBERRY 山莓 / 红莓 (100G-125G/PUN), GRAPE GREEN SEEDLESS 青葡萄, YELLOW FRISEE 黄皱叶菊苣, ITALIAN MESCLUN SALAD 杂菜 (125G/PKT), YELLOW FRISEE 黄皱叶菊苣 (400G/PKT)",22
pork cube,JK PORK CUBE 2CM 2KG/PKT SG 猪肉丁,"SQUID RING SKIN ON 1KGX10PKT CN 带皮苏东圈, JK Chicken Minced (Bag) 2kgx10pkt SG, JK CHICKEN WHOLE LEG CUT 2'' 15KG SG 鸡大腿切2”, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, Batam Steak/Batam Cut 10Kg/Ctn, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, Vannamei Prawn HOSO 31/40 AA 1kgx10pkt 灰虾, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, JK CHICKEN CUBE S/O 2.5CM (BAG) 2KG SG, JK Pork Spare Rib Cut 2"" (Bag) 10kg SG, JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片, JK PORK RIBLET CUT 1'' (BAG) 5KG SG 排骨切, JK Pork Cube 2Kg/Pkt, 12Kg/Ctn 猪肉丁, JK PORK SPARE RIB CUT 1"" 5KG/PKT SG 肋排切, JK CHICKEN WHOLE LEG CUT 1.5'' (BAG) 5KGX3PKT SG, JK CHICKEN WHOLE LEG CUT 1'' (BAG) 5KGX3PKT SG, JK PORK MINCED B THICK (BAG) 2KGX10PKT SG B粗, CHICKEN LEG B/L S/O 200GM UP (AVIVAR) 2KGX6PKT BR, JK PORK MINCED B (BAG) 2KGX6PKT SG 猪肉碎B, CHICKEN LEG B/L S/O 200GM UP (COPACOL) 2KGX6PKT BR, JK CHICKEN WHOLE LEG CUT (BAG) 5KGX3PKT SG鸡大腿切, Aurora Pork Sheetrib Belly 25kg 削骨三层肉, SQUID RING SKIN OFF (SG) 1KGX10PKT CN 无皮苏东圈, JK CHICKEN CUBE 5CM (BAG) 2KGX6PKT SG 鸡丁, Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR, JK CHICKEN W/L CUT 1? 5KG/PKT, 15KG/CTN, CHICKEN WHOLE LEG (AURORA) 15KG BR 鸡大腿, JK PORK CUBE 2CM 2KG/PKT SG 猪肉丁, JK CHICKEN WHOLE LEG CUT 1 CUT 4 (BAG) SG 鸡大腿切",31
星期五翅膀,CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅,"Chicken Mid Joint Wings (Seara) 1kgx12pkt BR 鸡中翅, CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, JK PORK BELLY CUBE 1.2CM 5KG/PKT SG 有皮肚肉丁, CHICKEN TAIWAN SAUSAGE (S.S.KIM) 500GMX20PKT SG, Chicken Wing 90gm Up (Alliz) 15kg BR 鸡翅, Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红), JK CHICKEN CUBE 2.5CM (BAG) 6KG SG 鸡丁, Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120, Chicken Mid Joint Wing (Aurora) 1kgx12pkt BR 鸡中翅, CHICKEN MID JOINT WINGS (PERDIGAO)2KGX8PKT BR鸡中翅, JK Chicken Cube 1"" 6Kg/Pkt, 12Kg/Ctn 鸡丁, HARDBOILED QUAIL EGG (PERMIUM) 50PCSX12CAN SG, CHICKEN TAIWAN COCKTAIL (S.S.KIM) 500GMX20PKT SG, JK PORK SOFTBONE CUT 2'' (BAG) 5KG SG 猪软骨切",15
炸腐竹,(1B-51A ) 炸腐竹 550G VGN FRIED YUBA (30PCS) (20 PC),"(67) 普通蠔油 5L Vgn Oyster Sauce, (2A-23)(450G) 味根香 小 明虾- VGN SMALL PRAWN (MEDIUM) (20 PC), (1A-20A) 素金凤凰 火腿 900G VEG HAM VWF (30 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1B-44A) -竹香卷-300G EVERBEST YUBA MAKI ROLL (15 PC), (2A-51) 紫菜卷 -380G SEAWEED ROLL TUNG (20 PC), (1A-23A) - 味根香(五条) 紫菜小鱼-900G VGN FISH ROLL FISH (20 PC), (2-80)[包装]麻辣火锅调味料 200G SPICY MALA HOTPOT BASE (24 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (64A) 加晒 广祥泰5L - SUPERIOR DARK SOY SAUCE, 素世界海鲜豆腐-VWF Seafood Tofu 1KG, (1B-51A ) 炸腐竹 550G VGN FRIED YUBA (30PCS) (20 PC), (71) 红辣椒酱 3KG RED CHILLI, (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (1B-52) -卤肉500G YAM ROLL TKC - 10PCS (50 PC), (1A-6A)（切）木耳肠切900G SLICED INTESTINE (25 PC), (1A6B)(德明) 素豆包500G VGN VEGETARIAN TAU PAU (26 PC), (1B-50A) 香脆泡 -400G XIANG CUI PAO (30 PC), (65A)豆瓣酱5L VEG SWEET AND SPICY BEAN PASTE, (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A5A)(更加好) 素打结豆支500G VGN EB FRESH SOY KNOT (15 PC), (1-60) 花生碎 2KG PEANUT MINCED",24
Hind Lean 后赤,Hind Lean 后赤,"Shoulder Butt Bone In 五花带骨, Pork Tongue 猪舌, Loin Prime Ribs With Cartilage特龙带骨支, Shoulder Butt With Skin五花肉带皮, Spare Rib With Collar 排骨连五花, Pork Tail 猪尾, Belly肚肉, Loin Boneless Skin On 肉头带皮, Hind Knuckle (German) 德式后元蹄, Shoulder Butt 五花肉, Pork Fillet 腰肉, Loin Boneless Fat On 肉头带油, Pork Diaphiam 猪肝沿, Shoulder Lean Skin On Bone In前赤带皮带骨, Loin Bone In With Fat毛骨带油, Hind Lean 后赤, Pork Skin 猪皮, Spare Rib 排骨, Front Trotter前猪手尖",19
番薯鱼小炸弹,HANDMADE SMALL FISH CAKE,"SEAFOOD RING ROLL, CHICKEN OTAK, HANDMADE SMALL FISH CAKE, FRESH FISH CAKE (VEG), TAU KEE PUFF, MALA, KOREAN FISH CAKE, FRIED FISH BALL, CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), YAKITORI BEANCURD ROLL, CHICKEN DUMPLING, SEAFOOD BEANCURD, HAKKA CHICKEN MINCED MEAT",14
虾仁41-50,41/50 PND VANNAMEI (1KG X 10PKT) - PO,"VANNAMEI SHRIMP HOSO 21/25 (1OKGS) - PJ, 41/50 PND VANNAMEI (1KG X 10PKT) - PO, FROZEN BLANCHED CRAWFISH TAIL (ORIGINAL) 500Gx12PKTS, SUTCHI FILLET 230/300GM, SQUARE (6 KGS) 84, JAPAN MUROTSU OYSTER WHOLE - M 6pcs/pkt, COOKED TIGER PRAWN 31/40, 10KG - PJAA, 21/25 PND VANNAMEI SHRIMP (1KG X 10P) - PO, COOKED TIGER PRAWN 26/30, 10KG - PJ, VANNAMEI SHRIMP HOSO 31/40 (10KGS) - PJ, SHRIMP SLIDE (150G X 30PKTS), FROZEN BLANCHED CRAWFISH 35-45G, 10 BOXES/CTN, SCOTIA BAY SCALLOP MEAT 16/20, 1KG X 10/CTN, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, 16/20 PND VANNAMEI SHRIMP (1KG X 10PKTS) - PO, SQUID SKEWER 130GM 10PCS, 1.3KG X 5PKT (6.5KG/CTN) - PO, COOKED VANNAMEI SHRIMP HOSO 26/30,10KGS PJ, FROZEN PREMIUM SEA CUCUMBER (600-800G) - 18KG/CTN, CRABSTICK (250G X 40PKTS) THAILAND - EPOH, SQUID SKEWER 180GM 10PCS, 1.8KG X 5PKT (9KG/CTN) - PO, SHISHAMO (30TRAY/CTN) - PO",28
teriyaki sauce,TERIYAKI SAUCE 3.5L,"(66) IKEDA CHICKEN CUTLET 1.1KG, BAKED CHICKEN BITES, BATTERED ONION RING (10PKT), (33) CRISPY CHICKEN SEAWEED 1KG, (22) SUPER CRISPY CHICKEN 1KG, TEMPURA CHICKEN NUGGET, ROASTED WINGSTICK 1KG, ROASTED MID JT WING, SWEET CORN (6PKT), FS01 FRIED 2 JOINT WING, TERIYAKI SAUCE 3.5L, HONEY SAUCE (12PKT), HONEY MID JOINT WING",13
豆干,Dou Gan(M) (豆干 - 中),"Fried Fish Ball (炸鱼丸) -A, BIAN XIANG (扁香), Yu Wu Xiang (鱼五香), Liver Roll (猪肝卷), YAM  ROLL (芋酥), CHINESE SAUSAGE (灌肠), NGO HIANG  (五香卷), Dou Gan(M) (豆干 - 中), SOTONG YOU TIAO (苏东油条), PRAWN CRACKER (虾饼), Century Egg  (皮蛋), Egg Roll (蛋卷), OTAH ROLL (乌打卷)",13
Japan murotsu oyster L size,"JAPAN MUROTSU OYSTER WHOLE - L, 120pcs/10doz/ctn","BOILED SCALLOP MEAT 100-120, (500G X 20PKT) - PO, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, FRESH SOTONG HEAD, PKT, SQUID SKEWER 130GM 10PCS, 1.3KG X 5PKT (6.5KG/CTN) - PO, SUTCHI - BUTTERFLY CUT 600-800, 10KGS, FRESH STINGRAY CL, JAPAN MUROTSU OYSTER WHOLE - L, 120pcs/10doz/ctn, FROG LEG 8/10 , 1KG X 10PKTS",14
Monkey head mushroom,(1B51)齐善猴头菇 1 KG WP VGN MONKEY HEAD MUSHROOM (12 PC),"(1A11A) -香菇牛蒡卷 1KG WP - NIUBANG MUSHROOM ROLL 12KG/CT (12 PC), (2B) -培根火腿片 1KG- WP BACON HAM (12 PC), (1A10A) 毛豆仁 (没壳) 500G EDAMAME BEANS (WITHOUT SHELL) (20 PC), 熟水饺(台湾)510G - VGN COOKED DUMPLINGS*************** (20 PC), 1B-47B 羊肉 咖哩包 田园480G VEG CURRY (MUTTON) BUN (18 PC), (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC), (2A) - 越南素春卷 更- 330g Vietnam Spring Roll (12 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2B) -免治肉酱500G VGN MINCED MEAT SAUCE (24 PC), (72)一支秀 [ 红 ] 素江鱼仔220G VGN BLISS (IKAN BILIS) (60 PC), (1B-50) -味根香羊肉 900G -VGN MUTTON (BIG) (24 PC), (3-60) 小罐 鲍鱼浓汁 490GWP - VEG ABALONE SAUCE (12 PC), (72) 一支秀 [ 蓝 ] 素江鱼仔220G VGN BLISS (IKAN BILIS) ANCH (60 PC), (2B) 素黄金鱼豆腐 1KG WP VGN GOLDEN FISH TOFU (12 PC), 1A9A 素白斩鸡 苏东850G VGN WHITE CHICKEN SOTONG (25 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), 日历 CALENDAR ***********, (2B) 素咖哩角400G VGN SAMOSA ********* (20 PC), (62)(红红红) 大罐 (红) 冬炎 2KG VGN TOMYAM (BIG) (6 PC), (1A-8A) 牛肉汉堡扒880G VGN BEEF BURGER (8PCS) (20 PC), (2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC), (1B51)齐善猴头菇 1 KG WP VGN MONKEY HEAD MUSHROOM (12 PC), 新春送礼 2025 CNY GIFTS, 炸花枝圈(裹粉)(3KG)VEGAN FRIED SQUID RING (4 PC), OOS(2A) 香脆鲍鱼菇 (世界名片) 1KG CRISPY OYSTER MUSHROOM 1KG (20 PC)",25
mini chicken sausage,JCS01 CHIX SAUSAGE ORIGINAL,"(66) IKEDA CHICKEN CUTLET 1.1KG, BAKED CHICKEN BITES, (33) CRISPY CHICKEN SEAWEED 1KG, KT01 CHICKEN KATSU 70G, YAKITORI WITH SAUCE, A11 POP CORN CHICKEN 1KG, GRILLED CHIX STEAK (5PKT), (22) SUPER CRISPY CHICKEN 1KG, ROASTED WINGSTICK 1KG, TEMPURA CHICKEN NUGGET, ROASTED MID JT WING, (99) S/L CHIX BREAST FILLET 1.15KG, FS05 FRIED CRISPY THIGH, FS04 GOLDEN CRISPY WING, FS01 FRIED 2 JOINT WING, JCS01 CHIX SAUSAGE ORIGINAL, FS03 CRISPY CHICKEN STRIP, FS07 FRIED CRISPY DRUM",18
Japanese super crispy Chicken,(22) SUPER CRISPY CHICKEN 1KG,"SPICY CHICKEN CUTLET, BATTERED ONION RING (10PKT), SC1A SMK DUCK BREAST SLICED ORIGINAL (10PC), (33) CRISPY CHICKEN SEAWEED 1KG, SC1 SMK DUCK BREAST ORIGINAL (10PC), (22) SUPER CRISPY CHICKEN 1KG, ROASTED WINGSTICK 1KG, TEMPURA CHICKEN NUGGET, FS05 FRIED CRISPY THIGH, (99) S/L CHIX BREAST FILLET 1.15KG, FS04 GOLDEN CRISPY WING, FS01 FRIED 2 JOINT WING, CHICKEN GYOZA ORIGINAL 1KG X 10PKT , FS07 FRIED CRISPY DRUM",14
猪油,PORK FAT CUBE 2CM BAG(7PKTx2KG),"PORK HOCK CUT C2 TS(2PKTx5KG), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, PORK HUMERUS BONE HALF CUT (MULLER) DE -10KG, PORK LOIN RIB FINGER CUT -10KG, PORK FAT CUBE 2CM BAG(7PKTx2KG), PORK HUMERUS BONES CUT (BOSELER) -10KG DE, Minced Meat Grade A上等搅肉, PORK SOFTBONE (BOSELER) -15KG DE, PORK BELLY B/L S/O (CRESSWELL) DE, Hind Lean 后赤, PORK BIG BONE - CUT (TL) 10KG BULK/CTN",11
Minced garlic 1kg,MINCED GARLIC 蒜肉碎,"PEELED POTATO 去皮马铃薯, PORTOBELLO MUSHROOM 大花菇, GREEN FRISEE 青菲茜, CHERRY TOMATO 樱桃番茄, OYSTER MUSHROOM 鸡丝菇, LEMON GRASS / SERAI 葱毛, JAPANESE CUCUMBER 日本青瓜, XIAO BAI CAI 小白菜, RED CARROT 红萝卜, CORN 玉米, WHITE SHIMEIJI MUSHROOM 白玉菇, SPRING ONION  青葱, MANDARIN ORANGE 柑, PENCIL ASPARAGUS 小芦笋, ORANGE 橙, BABY POTATO 小马铃薯, EGG 鸡蛋, WATERMELON 红肉西瓜, ROCKMELON 哈密瓜, SHITAKI MUSHROOM 日本花菇, ROMAINE LETTUCE 罗马生菜, PEELED BOMBAY ONION 去皮红大葱, MINCED GARLIC 蒜肉碎, BROWN SHIMEIJI MUSHROOM 松菇 / 蟹味菇, PETAI 臭豆, BROCCOLI 西兰花, BEIJING CABBAGE 北京包菜, RED CHILLI PADI 小红辣椒, JAPANESE SWEET POTATO 日本番薯, ENOKI MUSHROOM 金针菇, RED APPLE 红苹果, KING OYSTER MUSHROOM 杏鲍菇, LONG BEAN 菜豆, TANG-OH 茼蒿",34
黄金虾饼,Golden Prawn Pancake黄金虾饼,"Cheese Tofu (芝士豆腐), (S) Ma Ti Dan (马蹄蛋)-小, Fried Beancurd Roll (炸豆支卷), Wanton S, Golden Fish Roe Roll (黄金鱼子卷), Special Grade Chilli sauce 30G (特级辣椒酱), BEAN SPROUT CAKE (豆芽饼), Cucumber黄瓜, PRAWN CRACKER (虾饼), 大菜果Veg Fish Cake, Jian Yu Bing (尖鱼饼), Otah Cheese Ball 芝士乌达丸, Sliced Ginger (姜片), Vegetables Cake菜饼, Sweet Sauce (卤酱), SPECIAL GRADE CHILLI SAUCE 3KG (特级辣椒酱), Seaweed Chicken (紫菜鸡), Dou Gan (S)(豆干-小), Gan Er (干鹅), FISH FILLET (鱼排), Cooked Cuttlefish (目斗), Sweet Sauce卤酱(30g), Century Egg  (皮蛋), Spring Roll (薄饼), YAM  ROLL (芋酥), Small Liver Roll (小猪肝卷), Premium Ngoh Hiang Roll (特级五香卷), SMALL OIL小桶油, SOTONG YOU TIAO (苏东油条), Golden Prawn Pancake黄金虾饼, Oyster Cake (蚝饼), CHINESE SAUSAGE (灌肠), Fish Ball (鱼丸), QQ Pork sausage (台湾香肠－猪)",34
Bigard 排骨,PORK RIBLET SEMI MEATY (BIGARD[SOCOPA])FR 10KG/CTN,"Pork Kidney 猪肾, Shin Muscle 猪键肉, Loin Boneless 肉头, PORK RIBLET SEMI MEATY (BIGARD[SOCOPA])FR 10KG/CTN, BLACK TIGER PRAWN HOSO 16/20 (10PKTx1KG), Frozen Hind Knuckle Burnt Cut Half 冷冻烧毛后元蹄切半, PORK RIBLET SEMI MEATY (FAMADESA) -10KG ES, Pork Hind Trotter Burnt Cut Half烧毛猪脚尖切半, Loin Boneless Pressed 肉头压切(60G), Loin Bone With Cartilage龙骨带骨支, TURKEY BREAST MINCE (NZ FRESH) TFV(20PKTx500G), PORK RIBLET DUROC (INCARLOPSA) ES, TURKEY WHOLE (SEARA) 3-4KG/PC BR, TURKEY WHOLE (SEARA) 5-6KG/PC BR, Frozen Pork Kidney - Aust 冷冻猪肾, Pork Back Bone Cut 背骨切, Hind Hock 猪脚, Indo. Pork Sweet Intestine印尼猪粉肠, PORK RIBLET (SULINA) -15KG BR, Loin Bone W/O End 龙骨去尾, TURKEY WHOLE (SEARA) 4-5KG/PC BR, Beer (TIGER)(490ML/CAN), Minced Meat Grade B搅肉, Sow Pig Bone 母猪骨, Loin Prime Ribs 特龙, PORK BACK BONE CUT 3.5"" 冷冻背骨切 3.5“ -10KG",26
Russet potato,POTATO USA / IDAHO / RUSSET 美国土豆 / 美国马铃薯,"ONION SPANISH RED 澳洲红葱, GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS), DILL 茴香 / 莳萝 (50G/PKT), THYME 白里香 (50G/PKT), EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, SPRING ONION 青葱, ROSEMARY 迷迭香 (50G/PKT), GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), CAULIFLOWER 花椰菜, BAY LEAF 月桂叶 (50G/PKT), EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), LEMON YELLOW 黄柠檬 (150G-200G/NOS), CHERVIL 细叶芹 (30G/PKT), ONION LARGE BROWN 大洋葱, SPEARMINT 薄荷叶 (50G/PKT), RADISH RED BABY WITH LEAVES 叶子小红圆萝卜, RADISH RED BABY 小红圆萝卜 (125G/PKT), ITALIAN FLAT PARSLEY 意大利香菜 / 意大利芫荽 (50G/PKT), BASIL 罗勒 / 九辰塔 (50G/PKT), BRUSSEL SPROUT 芽甘蓝 / 小洋包菜, LEMON THYME 柠檬白里香 (50G/PKT), POTATO USA / IDAHO / RUSSET 美国土豆 / 美国马铃薯, MUSHROOM PORTOBELLO 波多贝罗蘑菇",24
龙骨3公斤,Loin Bone With Cartilage龙骨带骨支,"Pork Liver 猪肝(散), PORK & CAB DUMPLING 20G 白菜猪肉水饺 (12PKTx1KG)(X), Pork Kidney 猪肾, Loin Boneless 肉头, PORK SHOULDER B/L S/L (MABELLA) BR, Loin Bone With Cartilage龙骨带骨支, Belly肚肉, DUCK 1/2 SALTED BRAISED B/L (30PKTx300-350GM), ROASTED DUCK 1/2 BEIJING (30PKTx300-350GM), Minced Meat Grade A上等搅肉, Hind Knuckle (German) 德式后元蹄, Shoulder Butt 五花肉, DUCK 1/2 SOYBRAISED (30PKTx300-350GM), PORK HIND QUARTER KNUCKLE (WILLMS) DE, PORK CUTTING FAT (LA POMPEYA) AR - 23KG, PREMIUM CORNISH HEN (TYSON) (24PCSx18OZ) US, Hind Lean 后赤, Pork Skin 猪皮, DUCK SOYBRAISED (6PKTx1.4-1.6KG), ROASTED DUCK BEIJING (6PKTx1.4-1.6KG), DUCK HEAD/O W/O GIBLETS BBQ (S/HILL) (6PCSx2.5KG), PORK & CAB DUMPLING -FS 白菜猪肉水饺 (12PKTx1KG)(X), PORK FAT CUBE 2CM BAG(7PKTx2KG), PORK CHOP B/I 1.2CM TS(3PKTx5KG), Front Hock猪手, Loin Prime Ribs 特龙",26
Nasu,EGGPLANT JAPANESE NASU日本茄子,"CARROTS 红萝卜, SPRING ONION 青葱, GINGER OLD 老姜, RADISH WHITE / DAIKON 大白萝卜 / 大根, TOMATO (500G/PKT) 蕃茄, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), TOMATO CHERRY RED 小蕃茄, POTATO LOCAL 土豆 / 马铃薯, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), KOPPERT CRESS - SHISO GREEN LEAF OBA / PERILLA LEAF (15PCS/PUN), LEMON YELLOW 黄柠檬 (150G-200G/NOS), STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), SALTED VEGETABLE 350G 咸菜, SIO PEK CHYE 小白菜, ONION LARGE BROWN 大洋葱, AVOCADO AUSTRALIA /  澳洲鳄梨 (150G-200G/NOS), CHILLI SHISHITO 日式甜椒, SPEARMINT 薄荷叶 (50G/PKT), SIO PEK CHYE MIAO 小白菜苗 / 斗白仔, LEEK JAPANESE / SHIRONEGI / BEI CHONG 北葱 / 日本葱, EGGPLANT JAPANESE NASU日本茄子, BEAN SPROUT PEELED / SLIVER BEANSPROUT 银芽 (MIN 1KG), TOFU RED SILKEN  水豆腐 / 红盒豆腐 (300G/NOS), BROCCOLI AUST 澳洲西兰花, CORN WHITE 白玉米, CUCUMBER JAPANESE 日本黄瓜 (KG), KANG KONG 空心菜 / 雍菜, EGGPLANT LONG BRINJAL 长茄, MUSHROOM SHITAKE 花菇, LIME SEEDLESS 无子青柠檬, LETTUCE ICEBERG 西生菜",31
Seaweed crispy chicken,(33) CRISPY CHICKEN SEAWEED 1KG,"JPS01 PORK SAUSAGE ORIGINAL, JCS03 CHIX SAUSAGE CHEESE, (33) CRISPY CHICKEN SEAWEED 1KG, KT01 CHICKEN KATSU 70G, A11 POP CORN CHICKEN 1KG, JCS02 CHIX SAUSAGE B/PEPPER, (22) SUPER CRISPY CHICKEN 1KG, TEMPURA CHICKEN NUGGET, JCS01 CHIX SAUSAGE ORIGINAL, ROASTED MID JT WING, (11) CRISPY CHIX ORIGINAL 1KG, FS01 FRIED 2 JOINT WING, JPS05 PORK SAUSAGE CHEESE",13
Big lime,GREEN LIME 青柠檬,"ROUND CABBAGE 包菜, LARGE ONION 大洋葱, SMALL LIME 小酸柑, GREEN CHILLI PADI 青小辣椒, HOR FUN 河粉, BASIL LEAF SWEET 金不换 甜, LEMON GRASS / SERAI 葱毛, CUCUMBER 青瓜, RED CARROT 红萝卜, YELLOW GINGER 黄姜, BABY KAILAN 芥兰仔, GREEN MANGO 青芒果, MEDIUM TOMATO 中番茄, SPRING ONION  青葱, CHIVE 韭菜, KANG KONG 翁菜, BASIL LEAF HOT 金不换 辣, BEAN SPROUT 豆芽, PEELED GARLIC 蒜肉, EGGPLANT 茄子, PINEAPPLE 黄梨, BOMBAY ONION 红大葱, BROWN SHIMEIJI MUSHROOM 松菇 / 蟹味菇, RED CHILLI 红辣椒, RED CHILLI PADI 小红辣椒, CORIANDER / CHINESE PARSLEY 芫茜, BLUE GINGER 南姜, GREEN LIME 青柠檬, GOLDEN TAU KWA 小豆干, LONG BEAN 菜豆, LIME LEAF 大柑叶",31
Minced Meat A,Minced Meat Grade A上等搅肉,"Pork Big Bone Cut 切割大骨, PORK BELLY SOFT BONE (SULINA) -12KG BR, PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, Hind Knuckle Cut 切割后元蹄, Pork Liver 猪肝(散), Pork Heart 猪心, BLACK TIGER PRAWN HOSO 16/20 (10PKTx1KG), Pork Fat猪油, PORK LOIN B/L (SULINA) -18KG BR, PORK SOFTBONE (SCAN), Pork Hind Trotter Cut 切割猪脚尖(5CM)-不烧毛, Minced Meat Grade B搅肉, Minced Meat Grade A上等搅肉, Hind Knuckle (German) 德式后元蹄, PORK BELLY B/L S/O (CRESSWELL) DE, Pork Back Skin背皮, Shoulder Lean Skin On 前赤带皮",17
